reg,tla,age_desc,x_gender_desc,all,all_risk_1,all_risk_2,all_risk_3,all_risk_4,all_risk_5,all_risk_6,Maori_risk_1,Maori_risk_2,Maori_risk_3,Maori_risk_4,Maori_risk_5,Maori_risk_6,European_risk_1,European_risk_2,European_risk_3,European_risk_4,European_risk_5,European_risk_6,Asian_risk_1,Asian_risk_2,Asian_risk_3,Asian_risk_4,Asian_risk_5,Asian_risk_6,Pacific_risk_1,Pacific_risk_2,Pacific_risk_3,Pacific_risk_4,Pacific_risk_5,Pacific_risk_6,Other_risk_1,Other_risk_2,Other_risk_3,Other_risk_4,Other_risk_5,Other_risk_6
Manawatu-Wanganui Region,Ruapehu District,06-14,All,1527,1122,408,162,33,0,0,495,330,141,33,0,0,648,102,36,0,0,0,30,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Ruapehu District,06-14,Female,738,546,192,81,12,0,0,231,159,69,15,0,0,318,45,15,0,0,0,15,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Ruapehu District,06-14,Male,789,576,213,84,21,0,0,267,171,72,21,0,0,333,57,21,0,0,0,15,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Ruapehu District,15-19,All,918,24,30,18,78,102,186,12,21,12,60,90,141,9,12,0,12,15,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Ruapehu District,15-19,Female,429,6,15,21,0,42,66,0,12,12,0,36,54,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Ruapehu District,15-19,Male,489,15,18,0,78,60,120,9,12,0,60,51,90,6,9,0,12,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Ruapehu District,20-24,All,777,42,33,6,33,18,123,30,27,6,27,9,93,18,6,0,6,9,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Ruapehu District,20-24,Female,354,6,9,6,33,0,48,0,9,0,27,0,42,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Ruapehu District,20-24,Male,423,39,21,0,0,12,72,24,18,0,0,6,51,18,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Stratford District,00-05,All,12,9,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Stratford District,00-05,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Stratford District,00-05,Male,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Stratford District,06-14,All,15,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Stratford District,06-14,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Stratford District,06-14,Male,12,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Stratford District,15-19,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Stratford District,15-19,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Stratford District,15-19,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Stratford District,20-24,All,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Stratford District,20-24,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Stratford District,20-24,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Tararua District,00-05,All,1455,1170,285,114,27,0,0,303,177,78,18,0,0,924,144,60,9,0,0,33,0,0,0,0,0,33,6,0,0,0,0,9,0,0,0,0,0
Manawatu-Wanganui Region,Tararua District,00-05,Female,750,609,138,54,12,0,0,159,84,33,6,0,0,480,75,30,0,0,0,15,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Tararua District,00-05,Male,705,561,144,60,15,0,0,144,96,42,9,0,0,444,72,27,6,0,0,18,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Tararua District,06-14,All,2220,1809,408,159,30,0,0,381,246,105,21,0,0,1473,201,75,12,0,0,33,0,0,0,0,0,27,9,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Tararua District,06-14,Female,1119,906,207,87,15,0,0,192,120,54,12,0,0,741,111,45,6,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Tararua District,06-14,Male,1101,900,201,72,15,0,0,189,126,51,12,0,0,732,90,30,0,0,0,21,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Tararua District,15-19,All,1239,30,51,18,63,105,186,9,24,6,33,54,87,24,36,9,30,45,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Tararua District,15-19,Female,597,15,24,18,0,45,75,0,12,9,0,27,36,12,12,12,0,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Tararua District,15-19,Male,642,18,30,0,63,60,111,0,9,0,36,27,48,15,21,0,30,24,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Tararua District,20-24,All,1014,42,36,24,33,24,141,21,24,9,24,9,81,21,15,12,15,15,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Tararua District,20-24,Female,489,0,9,12,30,9,57,0,9,0,21,0,33,0,0,6,15,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Tararua District,20-24,Male,522,39,30,9,0,15,87,21,18,0,0,0,45,18,12,6,0,9,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Waitomo District,00-05,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Waitomo District,00-05,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Waitomo District,00-05,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Waitomo District,06-14,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Waitomo District,06-14,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Waitomo District,06-14,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Waitomo District,15-19,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Waitomo District,15-19,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Waitomo District,20-24,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Waitomo District,20-24,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Waitomo District,20-24,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui Region,Wanganui District,00-05,All,3495,2535,960,357,72,0,0,843,588,231,51,0,0,1980,555,189,33,0,0,114,9,0,0,0,0,120,39,15,0,0,0,24,0,0,0,0,0
Manawatu-Wanganui Region,Wanganui District,00-05,Female,1698,1230,468,156,30,0,0,426,285,102,21,0,0,951,273,78,12,0,0,45,0,0,0,0,0,63,21,9,0,0,0,12,0,0,0,0,0
Manawatu-Wanganui Region,Wanganui District,00-05,Male,1797,1305,492,201,45,0,0,417,300,129,30,0,0,1029,279,108,18,0,0,69,0,0,0,0,0,60,18,6,0,0,0,12,0,0,0,0,0
Manawatu-Wanganui Region,Wanganui District,06-14,All,5139,4002,1134,435,66,0,0,1122,687,285,39,0,0,3066,579,201,30,0,0,123,6,0,0,0,0,117,39,9,0,0,0,30,0,0,0,0,0
Manawatu-Wanganui Region,Wanganui District,06-14,Female,2526,1968,558,204,33,0,0,534,339,135,18,0,0,1503,294,93,18,0,0,60,0,0,0,0,0,51,15,0,0,0,0,15,0,0,0,0,0
Manawatu-Wanganui Region,Wanganui District,06-14,Male,2613,2034,579,231,33,0,0,588,351,147,21,0,0,1563,288,108,12,0,0,63,6,0,0,0,0,66,27,9,0,0,0,15,0,0,0,0,0
Manawatu-Wanganui Region,Wanganui District,15-19,All,3234,69,141,66,243,336,624,27,57,39,147,201,324,42,96,30,111,147,327,0,0,0,0,0,0,0,0,0,0,9,15,0,0,0,0,0,0
Manawatu-Wanganui Region,Wanganui District,15-19,Female,1557,27,57,66,0,159,240,9,21,36,0,93,126,18,42,30,0,72,126,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Manawatu-Wanganui Region,Wanganui District,15-19,Male,1677,42,84,0,243,174,384,18,39,0,147,108,198,24,54,0,111,75,201,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Manawatu-Wanganui Region,Wanganui District,20-24,All,2730,171,150,36,102,69,474,99,78,12,60,27,243,75,87,30,60,48,264,0,0,0,0,0,0,6,0,0,0,0,15,0,0,0,0,0,0
Manawatu-Wanganui Region,Wanganui District,20-24,Female,1260,33,60,21,96,27,201,24,30,6,57,15,108,9,39,18,57,15,117,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
Manawatu-Wanganui Region,Wanganui District,20-24,Male,1473,141,93,15,9,42,270,78,48,0,0,15,138,66,51,15,0,33,147,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Marlborough Region,Marlborough District,00-05,All,3267,2826,438,177,36,0,0,420,216,93,21,0,0,2427,297,105,18,0,0,117,0,0,0,0,0,147,27,12,0,0,0,42,0,0,0,0,0
Marlborough Region,Marlborough District,00-05,Female,1653,1428,225,90,18,0,0,213,108,45,9,0,0,1230,153,57,9,0,0,66,0,0,0,0,0,72,15,0,0,0,0,18,0,0,0,0,0
Marlborough Region,Marlborough District,00-05,Male,1614,1398,216,84,18,0,0,210,108,48,12,0,0,1197,144,51,6,0,0,51,0,0,0,0,0,75,15,0,0,0,0,24,0,0,0,0,0
Marlborough Region,Marlborough District,06-14,All,4518,3960,561,192,33,0,0,504,222,87,15,0,0,3462,384,120,21,0,0,90,0,0,0,0,0,162,27,9,0,0,0,21,0,0,0,0,0
Marlborough Region,Marlborough District,06-14,Female,2157,1905,252,90,15,0,0,243,96,36,6,0,0,1677,174,60,9,0,0,36,0,0,0,0,0,69,15,6,0,0,0,9,0,0,0,0,0
Marlborough Region,Marlborough District,06-14,Male,2364,2052,312,102,18,0,0,258,129,54,9,0,0,1782,210,60,12,0,0,54,0,0,0,0,0,90,15,0,0,0,0,12,0,0,0,0,0
Marlborough Region,Marlborough District,15-19,All,2622,78,129,36,147,156,393,21,30,15,54,72,129,51,102,24,96,90,270,0,0,0,0,0,0,0,0,0,0,9,18,0,0,0,0,0,0
Marlborough Region,Marlborough District,15-19,Female,1269,24,66,36,0,75,156,9,15,15,0,27,51,15,54,24,0,54,114,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0
Marlborough Region,Marlborough District,15-19,Male,1353,54,63,0,150,84,237,12,18,0,54,42,81,33,45,0,96,39,159,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Marlborough Region,Marlborough District,20-24,All,2175,84,147,24,48,27,303,36,48,0,18,6,102,48,111,24,33,24,219,0,0,0,0,0,0,6,6,0,0,0,15,0,0,0,0,0,0
Marlborough Region,Marlborough District,20-24,Female,987,12,48,15,45,15,117,0,18,0,18,6,42,9,36,15,33,9,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marlborough Region,Marlborough District,20-24,Male,1188,72,102,9,0,15,189,33,30,0,0,0,60,39,75,9,0,12,129,0,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0
Nelson Region,Nelson City,00-05,All,3513,2979,534,228,57,0,0,396,228,114,30,0,0,2562,387,156,39,0,0,276,12,0,0,0,0,123,18,6,0,0,0,39,0,0,0,0,0
Nelson Region,Nelson City,00-05,Female,1677,1425,255,102,24,0,0,183,99,48,12,0,0,1227,186,75,21,0,0,126,9,0,0,0,0,63,9,0,0,0,0,12,0,0,0,0,0
Nelson Region,Nelson City,00-05,Male,1836,1557,282,126,30,0,0,210,129,66,18,0,0,1335,204,84,18,0,0,147,0,0,0,0,0,60,9,0,0,0,0,24,0,0,0,0,0
Nelson Region,Nelson City,06-14,All,5202,4536,669,276,57,0,0,555,303,126,21,0,0,3957,453,192,45,0,0,264,21,6,0,0,0,135,30,15,0,0,0,24,0,0,0,0,0
Nelson Region,Nelson City,06-14,Female,2550,2235,315,129,24,0,0,261,126,51,6,0,0,1965,210,90,21,0,0,126,12,0,0,0,0,72,18,9,0,0,0,12,0,0,0,0,0
Nelson Region,Nelson City,06-14,Male,2655,2301,354,150,30,0,0,294,177,75,15,0,0,1992,240,102,24,0,0,135,6,0,0,0,0,60,12,6,0,0,0,12,0,0,0,0,0
Nelson Region,Nelson City,15-19,All,3177,69,150,39,123,216,438,9,39,15,54,87,135,60,117,27,84,150,327,0,0,0,0,0,12,0,6,0,0,0,15,0,0,0,0,0,0
Nelson Region,Nelson City,15-19,Female,1569,24,78,42,0,114,198,0,21,15,0,45,57,18,69,27,0,78,150,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Nelson Region,Nelson City,15-19,Male,1605,45,72,0,126,102,240,6,21,0,54,42,75,39,51,0,84,69,180,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
Nelson Region,Nelson City,20-24,All,2796,138,198,39,72,75,468,54,57,9,24,12,141,96,165,33,57,69,375,0,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0
Nelson Region,Nelson City,20-24,Female,1302,15,72,24,72,30,177,0,24,0,24,9,54,9,57,21,57,33,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson Region,Nelson City,20-24,Male,1494,123,126,18,0,42,291,51,36,0,0,0,87,84,108,15,0,39,228,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0
Northland Region,Far North District,00-05,All,4920,3285,1635,609,108,0,0,1794,1449,552,99,0,0,1836,360,120,21,0,0,102,12,0,0,0,0,129,72,33,9,0,0,18,0,0,0,0,0
Northland Region,Far North District,00-05,Female,2349,1551,798,306,48,0,0,819,711,276,48,0,0,879,195,66,12,0,0,51,0,0,0,0,0,57,36,15,6,0,0,0,0,0,0,0,0
Northland Region,Far North District,00-05,Male,2574,1737,834,303,57,0,0,975,735,273,54,0,0,954,165,57,9,0,0,48,6,0,0,0,0,72,39,15,0,0,0,15,0,0,0,0,0
Northland Region,Far North District,06-14,All,7314,5256,2058,696,126,0,0,2643,1818,630,120,0,0,3045,456,141,24,0,0,114,6,0,0,0,0,189,108,45,0,0,0,24,0,0,0,0,0
Northland Region,Far North District,06-14,Female,3588,2583,1005,321,60,0,0,1305,888,285,57,0,0,1500,213,63,12,0,0,51,0,0,0,0,0,105,48,21,0,0,0,12,0,0,0,0,0
Northland Region,Far North District,06-14,Male,3723,2670,1053,375,66,0,0,1341,927,345,66,0,0,1545,246,75,12,0,0,66,0,0,0,0,0,84,57,21,0,0,0,12,0,0,0,0,0
Northland Region,Far North District,15-19,All,4194,72,297,126,357,492,957,48,204,102,288,420,741,27,114,36,87,99,273,0,0,0,0,0,6,0,12,0,15,12,36,0,0,0,0,0,0
Northland Region,Far North District,15-19,Female,2073,24,135,126,0,240,396,15,90,102,0,207,309,12,54,36,0,51,120,0,0,0,0,0,0,0,9,0,0,9,15,0,0,0,0,0,0
Northland Region,Far North District,15-19,Male,2121,45,159,0,357,252,561,30,111,0,288,213,432,18,60,0,87,48,153,0,0,0,0,0,6,0,0,0,15,6,21,0,0,0,0,0,0
Northland Region,Far North District,20-24,All,3177,204,234,42,153,57,615,177,189,30,135,30,498,36,54,15,33,27,141,0,0,0,0,0,0,0,6,0,0,0,21,0,0,0,0,0,0
Northland Region,Far North District,20-24,Female,1497,33,78,21,147,18,243,27,63,12,129,9,198,6,18,9,33,9,66,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Northland Region,Far North District,20-24,Male,1680,171,156,21,0,39,372,150,126,18,0,21,303,27,36,6,0,15,78,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
Northland Region,Kaipara District,00-05,All,1392,1083,306,111,18,0,0,321,216,78,12,0,0,858,165,54,9,0,0,30,0,0,0,0,0,72,24,9,0,0,0,9,0,0,0,0,0
Northland Region,Kaipara District,00-05,Female,621,483,141,51,6,0,0,132,99,36,0,0,0,390,69,27,0,0,0,9,0,0,0,0,0,27,15,6,0,0,0,0,0,0,0,0,0
Northland Region,Kaipara District,00-05,Male,768,600,168,60,9,0,0,192,114,45,9,0,0,465,93,30,6,0,0,21,0,0,0,0,0,45,9,0,0,0,0,6,0,0,0,0,0
Northland Region,Kaipara District,06-14,All,2313,1818,492,186,30,0,0,447,318,132,24,0,0,1458,255,90,15,0,0,33,0,0,0,0,0,60,39,15,0,0,0,0,0,0,0,0,0
Northland Region,Kaipara District,06-14,Female,1164,918,249,90,12,0,0,222,156,63,9,0,0,732,135,42,0,0,0,18,0,0,0,0,0,36,18,0,0,0,0,0,0,0,0,0,0
Northland Region,Kaipara District,06-14,Male,1146,903,246,99,18,0,0,225,165,69,15,0,0,723,117,45,6,0,0,15,0,0,0,0,0,24,24,6,0,0,0,0,0,0,0,0,0
Northland Region,Kaipara District,15-19,All,1329,24,69,27,84,111,231,9,30,18,54,75,126,18,42,12,36,48,117,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0
Northland Region,Kaipara District,15-19,Female,651,9,27,30,0,54,96,0,12,15,0,39,54,6,18,15,0,21,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northland Region,Kaipara District,15-19,Male,681,15,39,0,87,57,135,0,18,0,51,33,75,12,24,0,36,27,69,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0
Northland Region,Kaipara District,20-24,All,966,45,51,6,27,15,135,30,30,0,18,0,81,18,21,0,12,9,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northland Region,Kaipara District,20-24,Female,420,0,12,0,24,0,39,0,9,0,18,0,27,0,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northland Region,Kaipara District,20-24,Male,546,45,39,0,0,12,99,30,21,0,0,0,54,18,18,0,0,9,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northland Region,Whangarei District,00-05,All,7059,5160,1899,750,183,0,0,1782,1503,633,156,0,0,3786,702,225,45,0,0,213,6,0,0,0,0,189,108,45,9,0,0,57,0,0,0,0,0
Northland Region,Whangarei District,00-05,Female,3444,2529,915,348,84,0,0,873,726,303,72,0,0,1857,342,105,18,0,0,105,0,0,0,0,0,90,54,18,0,0,0,27,0,0,0,0,0
Northland Region,Whangarei District,00-05,Male,3612,2628,984,399,99,0,0,909,777,330,84,0,0,1926,357,123,27,0,0,108,0,0,0,0,0,96,57,24,0,0,0,27,0,0,0,0,0
Northland Region,Whangarei District,06-14,All,10092,7842,2250,879,195,0,0,2274,1713,696,150,0,0,6042,831,279,63,0,0,231,9,0,0,0,0,219,105,36,6,0,0,57,0,0,0,0,0
Northland Region,Whangarei District,06-14,Female,4965,3861,1104,444,99,0,0,1095,831,339,72,0,0,2967,411,147,33,0,0,105,0,0,0,0,0,102,54,18,0,0,0,36,0,0,0,0,0
Northland Region,Whangarei District,06-14,Male,5124,3984,1143,438,96,0,0,1179,882,357,84,0,0,3072,420,132,27,0,0,123,0,0,0,0,0,111,51,18,0,0,0,21,0,0,0,0,0
Northland Region,Whangarei District,15-19,All,5679,93,312,132,411,528,1035,45,195,90,309,405,696,54,150,51,147,159,420,0,0,0,0,0,0,0,12,0,21,21,39,0,0,0,0,0,0
Northland Region,Whangarei District,15-19,Female,2712,39,150,132,0,267,441,21,87,93,0,207,297,21,78,51,0,78,177,0,0,0,0,0,0,0,0,0,0,9,15,0,0,0,0,0,0
Northland Region,Whangarei District,15-19,Male,2970,54,162,0,414,261,591,21,105,0,306,198,396,36,72,0,147,81,243,0,0,0,0,0,0,0,6,0,18,9,24,0,0,0,0,0,0
Northland Region,Whangarei District,20-24,All,4953,252,330,57,228,93,861,171,210,33,156,36,540,81,138,36,99,60,372,0,0,0,0,0,0,9,12,0,9,0,30,0,0,0,0,0,0
Northland Region,Whangarei District,20-24,Female,2373,45,114,33,216,39,378,30,84,15,147,18,249,15,48,21,93,27,165,0,0,0,0,0,0,0,6,0,9,0,18,0,0,0,0,0,0
Northland Region,Whangarei District,20-24,Male,2580,207,213,24,9,51,480,141,126,15,9,18,288,66,93,15,0,36,204,0,0,0,0,0,0,9,0,0,0,0,15,0,0,0,0,0,0
Otago Region,Central Otago District,00-05,All,1179,1104,72,27,6,0,0,117,33,12,0,0,0,1005,45,15,0,0,0,12,0,0,0,0,0,18,0,0,0,0,0,9,0,0,0,0,0
Otago Region,Central Otago District,00-05,Female,558,516,45,15,0,0,0,51,21,9,0,0,0,468,24,6,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Otago Region,Central Otago District,00-05,Male,618,591,30,12,0,0,0,66,12,0,0,0,0,540,21,9,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Otago Region,Central Otago District,06-14,All,1836,1707,126,48,6,0,0,120,42,24,0,0,0,1587,99,36,0,0,0,27,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0
Otago Region,Central Otago District,06-14,Female,903,849,54,24,0,0,0,48,21,9,0,0,0,786,39,15,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Otago Region,Central Otago District,06-14,Male,936,861,72,24,0,0,0,69,24,12,0,0,0,798,60,18,0,0,0,12,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Otago Region,Central Otago District,15-19,All,951,18,33,12,36,33,102,0,0,0,12,6,24,18,27,9,27,24,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otago Region,Central Otago District,15-19,Female,447,6,18,12,0,18,42,0,0,0,0,0,6,6,15,9,0,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otago Region,Central Otago District,15-19,Male,504,9,15,0,39,15,60,0,0,0,15,0,15,9,12,0,27,9,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otago Region,Central Otago District,20-24,All,756,24,33,0,6,6,69,6,6,0,0,0,15,18,30,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otago Region,Central Otago District,20-24,Female,339,0,9,0,6,0,24,0,0,0,0,0,0,0,9,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otago Region,Central Otago District,20-24,Male,417,18,24,0,0,0,48,6,0,0,0,0,12,15,21,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otago Region,Clutha District,00-05,All,1248,1128,123,39,6,0,0,144,36,12,0,0,0,999,90,30,0,0,0,36,0,0,0,0,0,24,0,0,0,0,0,6,0,0,0,0,0
Otago Region,Clutha District,00-05,Female,639,570,66,18,0,0,0,66,24,0,0,0,0,507,48,15,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,6,0,0,0,0,0
Otago Region,Clutha District,00-05,Male,609,558,54,18,0,0,0,75,12,6,0,0,0,495,45,18,0,0,0,21,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Otago Region,Clutha District,06-14,All,2061,1851,207,54,12,0,0,171,45,9,0,0,0,1653,162,45,9,0,0,21,0,0,0,0,0,18,0,0,0,0,0,9,0,0,0,0,0
Otago Region,Clutha District,06-14,Female,972,876,93,24,0,0,0,78,15,0,0,0,0,783,84,21,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Otago Region,Clutha District,06-14,Male,1089,975,114,33,0,0,0,96,33,9,0,0,0,867,81,24,0,0,0,12,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0
Otago Region,Clutha District,15-19,All,1170,27,63,12,57,54,159,0,0,0,9,15,27,24,57,9,48,42,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otago Region,Clutha District,15-19,Female,582,6,24,12,0,27,51,0,0,0,0,9,12,9,21,12,0,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otago Region,Clutha District,15-19,Male,585,21,39,0,57,27,108,0,0,0,9,6,15,18,39,0,48,21,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otago Region,Clutha District,20-24,All,951,27,42,0,18,9,90,15,12,0,9,0,30,21,30,0,12,9,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otago Region,Clutha District,20-24,Female,423,0,12,0,18,0,30,0,6,0,9,0,12,0,9,0,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
