reg,tla,age_desc,x_gender_desc,all,all_risk_1,all_risk_2,all_risk_3,all_risk_4,all_risk_5,all_risk_6,Maori_risk_1,Maori_risk_2,Maori_risk_3,Maori_risk_4,Maori_risk_5,Maori_risk_6,European_risk_1,European_risk_2,European_risk_3,European_risk_4,European_risk_5,European_risk_6,Asian_risk_1,Asian_risk_2,Asian_risk_3,Asian_risk_4,Asian_risk_5,Asian_risk_6,Pacific_risk_1,Pacific_risk_2,Pacific_risk_3,Pacific_risk_4,Pacific_risk_5,Pacific_risk_6,Other_risk_1,Other_risk_2,Other_risk_3,Other_risk_4,Other_risk_5,Other_risk_6
Auckland Region,Albert-Eden Local Board Area,00-05,All,6441,6171,273,78,0,0,0,399,93,27,0,0,0,4077,99,33,0,0,0,1758,36,9,0,0,0,624,132,33,0,0,0,210,24,6,0,0,0
Auckland Region,Albert-Eden Local Board Area,00-05,Female,3132,2994,141,39,0,0,0,195,48,18,0,0,0,1965,48,18,0,0,0,843,18,0,0,0,0,303,69,15,0,0,0,120,15,0,0,0,0
Auckland Region,Albert-Eden Local Board Area,00-05,Male,3312,3177,135,36,0,0,0,204,45,12,0,0,0,2112,51,18,0,0,0,915,21,0,0,0,0,324,66,18,0,0,0,90,12,0,0,0,0
Auckland Region,Albert-Eden Local Board Area,06-14,All,9408,9018,390,117,21,0,0,531,120,54,9,0,0,5751,153,48,9,0,0,2388,30,6,0,0,0,876,177,45,0,0,0,216,30,6,0,0,0
Auckland Region,Albert-Eden Local Board Area,06-14,Female,4620,4440,183,48,9,0,0,249,45,21,0,0,0,2823,72,24,6,0,0,1137,9,0,0,0,0,432,87,21,0,0,0,117,15,0,0,0,0
Auckland Region,Albert-Eden Local Board Area,06-14,Male,4788,4575,210,69,15,0,0,279,72,33,6,0,0,2928,78,24,0,0,0,1251,18,0,0,0,0,444,90,24,0,0,0,99,15,6,0,0,0
Auckland Region,Albert-Eden Local Board Area,15-19,All,5838,96,96,33,93,102,330,12,18,12,30,39,75,60,69,15,36,45,174,15,12,0,6,6,36,18,24,6,33,33,87,0,0,0,0,0,9
Auckland Region,Albert-Eden Local Board Area,15-19,Female,2814,36,39,33,0,45,123,0,9,12,0,18,27,24,30,15,0,15,66,0,6,0,0,0,12,0,9,6,0,15,30,0,0,0,0,0,0
Auckland Region,Albert-Eden Local Board Area,15-19,Male,3024,57,57,0,93,60,207,9,9,0,30,18,48,33,39,0,39,30,105,12,6,0,6,0,21,15,15,0,33,18,60,0,0,0,0,0,6
Auckland Region,Albert-Eden Local Board Area,20-24,All,6252,78,63,21,27,66,237,24,24,6,12,12,69,27,33,12,9,30,108,9,0,0,0,12,21,27,18,0,15,12,69,0,0,0,0,0,6
Auckland Region,Albert-Eden Local Board Area,20-24,Female,3120,0,15,6,27,21,66,0,6,0,12,6,27,0,9,0,9,9,27,0,0,0,0,6,6,0,0,0,15,0,21,0,0,0,0,0,0
Auckland Region,Albert-Eden Local Board Area,20-24,Male,3135,72,48,15,0,45,171,21,15,0,0,9,45,27,24,9,0,21,81,9,0,0,0,0,15,27,12,0,0,12,51,0,0,0,0,0,6
Auckland Region,Devonport-Takapuna Local Board Are,00-05,All,3852,3729,120,36,0,0,0,267,57,18,0,0,0,2901,84,24,0,0,0,786,9,0,0,0,0,138,15,0,0,0,0,99,9,0,0,0,0
Auckland Region,Devonport-Takapuna Local Board Are,00-05,Female,1914,1854,60,21,0,0,0,126,33,12,0,0,0,1434,45,15,0,0,0,393,0,0,0,0,0,60,6,0,0,0,0,51,0,0,0,0,0
Auckland Region,Devonport-Takapuna Local Board Are,00-05,Male,1938,1878,57,15,0,0,0,141,27,6,0,0,0,1470,39,9,0,0,0,393,0,0,0,0,0,78,6,0,0,0,0,45,0,0,0,0,0
Auckland Region,Devonport-Takapuna Local Board Are,06-14,All,5868,5715,153,48,12,0,0,279,66,24,9,0,0,4290,96,33,6,0,0,1098,12,0,0,0,0,171,18,0,0,0,0,93,0,0,0,0,0
Auckland Region,Devonport-Takapuna Local Board Are,06-14,Female,2820,2736,84,21,0,0,0,150,36,9,0,0,0,2046,54,18,0,0,0,519,0,0,0,0,0,90,9,0,0,0,0,51,0,0,0,0,0
Auckland Region,Devonport-Takapuna Local Board Are,06-14,Male,3048,2976,72,27,6,0,0,129,30,15,9,0,0,2244,45,18,0,0,0,585,9,0,0,0,0,81,12,0,0,0,0,45,0,0,0,0,0
Auckland Region,Devonport-Takapuna Local Board Are,15-19,All,3780,45,60,12,39,39,159,6,6,6,9,18,30,33,51,12,24,27,123,6,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0
Auckland Region,Devonport-Takapuna Local Board Are,15-19,Female,1809,15,27,15,0,24,66,0,6,6,0,9,18,15,21,12,0,18,57,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Auckland Region,Devonport-Takapuna Local Board Are,15-19,Male,1971,30,33,0,36,15,93,0,0,0,9,6,12,21,30,0,24,9,69,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0
Auckland Region,Devonport-Takapuna Local Board Are,20-24,All,3516,24,36,9,15,30,102,6,18,0,9,0,30,18,21,9,9,21,72,0,0,0,0,6,9,0,0,0,0,0,6,0,0,0,0,0,0
Auckland Region,Devonport-Takapuna Local Board Are,20-24,Female,1731,0,6,6,15,9,33,0,0,0,6,0,12,0,0,9,9,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auckland Region,Devonport-Takapuna Local Board Are,20-24,Male,1788,18,30,0,0,21,66,0,12,0,0,0,18,12,18,0,0,15,42,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
Auckland Region,Franklin Local Board Area,00-05,All,5232,4566,666,237,42,0,0,585,387,162,33,0,0,3690,279,78,12,0,0,282,6,0,0,0,0,300,72,24,0,0,0,30,0,0,0,0,0
Auckland Region,Franklin Local Board Area,00-05,Female,2541,2220,321,120,21,0,0,291,189,84,18,0,0,1797,129,42,6,0,0,129,0,0,0,0,0,144,33,6,0,0,0,15,0,0,0,0,0
Auckland Region,Franklin Local Board Area,00-05,Male,2694,2346,345,117,18,0,0,294,195,75,12,0,0,1896,150,39,0,0,0,156,0,0,0,0,0,156,39,15,0,0,0,15,0,0,0,0,0
Auckland Region,Franklin Local Board Area,06-14,All,8853,7941,912,306,54,0,0,960,513,204,42,0,0,6582,414,120,12,0,0,480,15,0,0,0,0,420,84,21,0,0,0,39,0,0,0,0,0
Auckland Region,Franklin Local Board Area,06-14,Female,4215,3774,441,141,21,0,0,456,237,84,15,0,0,3129,204,57,0,0,0,216,9,0,0,0,0,189,39,15,0,0,0,21,0,0,0,0,0
Auckland Region,Franklin Local Board Area,06-14,Male,4638,4167,474,168,33,0,0,504,273,120,27,0,0,3453,213,63,6,0,0,264,6,0,0,0,0,231,42,6,0,0,0,15,0,0,0,0,0
Auckland Region,Franklin Local Board Area,15-19,All,4809,87,126,51,162,186,468,24,42,30,78,99,201,57,87,24,75,81,258,0,0,0,0,0,15,6,6,0,18,12,39,0,0,0,0,0,0
Auckland Region,Franklin Local Board Area,15-19,Female,2319,33,60,51,0,78,174,0,24,27,0,45,75,24,42,21,0,30,96,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
Auckland Region,Franklin Local Board Area,15-19,Male,2490,57,66,0,162,108,294,18,21,0,78,57,126,33,48,0,75,51,162,0,0,0,0,0,9,0,0,0,21,9,27,0,0,0,0,0,0
Auckland Region,Franklin Local Board Area,20-24,All,3930,81,99,30,72,63,321,45,54,12,48,18,165,27,48,18,33,45,159,0,0,0,0,0,0,9,9,0,9,0,27,0,0,0,0,0,0
Auckland Region,Franklin Local Board Area,20-24,Female,1908,6,24,15,69,27,129,6,12,6,45,6,72,0,9,9,33,21,72,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0
Auckland Region,Franklin Local Board Area,20-24,Male,2022,75,78,12,0,33,192,42,39,0,0,9,90,27,36,6,0,24,90,0,0,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,0
Auckland Region,Great Barrier Local Board Area,00-05,All,27,21,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auckland Region,Great Barrier Local Board Area,00-05,Female,12,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auckland Region,Great Barrier Local Board Area,00-05,Male,15,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auckland Region,Great Barrier Local Board Area,06-14,All,39,33,0,0,0,0,0,9,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auckland Region,Great Barrier Local Board Area,06-14,Female,21,18,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auckland Region,Great Barrier Local Board Area,06-14,Male,18,18,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auckland Region,Great Barrier Local Board Area,15-19,All,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auckland Region,Great Barrier Local Board Area,15-19,Female,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auckland Region,Great Barrier Local Board Area,15-19,Male,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auckland Region,Great Barrier Local Board Area,20-24,All,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auckland Region,Great Barrier Local Board Area,20-24,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auckland Region,Great Barrier Local Board Area,20-24,Male,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auckland Region,Henderson-Massey Local Board Area,00-05,All,11880,10059,1824,666,144,0,0,1851,1056,444,111,0,0,5148,837,291,63,0,0,2439,72,21,0,0,0,2742,618,204,39,0,0,357,36,15,0,0,0
Auckland Region,Henderson-Massey Local Board Area,00-05,Female,5694,4854,840,315,63,0,0,864,492,222,51,0,0,2469,405,141,24,0,0,1197,30,9,0,0,0,1329,276,96,21,0,0,174,15,0,0,0,0
Auckland Region,Henderson-Massey Local Board Area,00-05,Male,6189,5205,981,354,78,0,0,987,564,222,60,0,0,2676,432,153,39,0,0,1242,39,12,0,0,0,1416,342,111,18,0,0,183,21,9,0,0,0
Auckland Region,Henderson-Massey Local Board Area,06-14,All,14181,11796,2385,891,195,0,0,2067,1239,543,129,0,0,5484,972,351,72,0,0,2373,108,33,0,0,0,3444,723,225,45,0,0,345,33,0,0,0,0
Auckland Region,Henderson-Massey Local Board Area,06-14,Female,6903,5712,1191,450,99,0,0,1011,603,267,63,0,0,2700,480,174,33,0,0,1116,57,21,0,0,0,1635,366,114,27,0,0,162,15,0,0,0,0
Auckland Region,Henderson-Massey Local Board Area,06-14,Male,7278,6087,1194,441,96,0,0,1053,636,276,63,0,0,2787,492,177,39,0,0,1257,51,12,0,0,0,1806,357,111,18,0,0,186,21,0,0,0,0
Auckland Region,Henderson-Massey Local Board Area,15-19,All,7797,201,297,147,354,531,1137,57,108,78,171,288,495,117,174,63,123,210,513,18,12,6,15,18,54,42,57,39,105,117,267,0,6,0,0,0,15
Auckland Region,Henderson-Massey Local Board Area,15-19,Female,3810,66,144,150,0,240,480,18,48,75,0,132,216,42,93,60,0,96,231,6,0,6,0,6,18,9,24,39,0,57,102,0,6,0,0,0,9
Auckland Region,Henderson-Massey Local Board Area,15-19,Male,3987,135,150,0,354,288,657,42,57,0,174,156,282,78,81,0,123,117,282,12,9,0,15,9,36,30,33,0,102,60,165,0,0,0,0,0,6
Auckland Region,Henderson-Massey Local Board Area,20-24,All,8118,222,297,99,240,147,906,123,141,39,129,42,429,84,147,63,120,81,441,0,9,0,0,15,24,54,69,9,45,27,189,6,9,0,0,0,15
Auckland Region,Henderson-Massey Local Board Area,20-24,Female,3993,33,81,45,228,60,396,18,48,18,120,15,192,15,42,33,120,39,213,0,0,0,0,6,12,6,15,0,45,9,69,0,0,0,0,0,0
Auckland Region,Henderson-Massey Local Board Area,20-24,Male,4125,192,216,51,12,90,510,105,96,21,9,30,237,66,102,33,0,45,228,0,0,0,0,9,12,45,54,0,0,18,117,6,6,0,0,0,15
Auckland Region,Hibiscus and Bays Local Board Area,00-05,All,6009,5610,399,138,24,0,0,378,138,60,15,0,0,4950,333,111,21,0,0,639,6,0,0,0,0,183,30,6,0,0,0,99,0,0,0,0,0
Auckland Region,Hibiscus and Bays Local Board Area,00-05,Female,2904,2712,192,66,0,0,0,177,63,24,0,0,0,2391,168,54,0,0,0,315,0,0,0,0,0,90,15,0,0,0,0,60,0,0,0,0,0
Auckland Region,Hibiscus and Bays Local Board Area,00-05,Male,3105,2898,207,69,18,0,0,201,75,33,9,0,0,2559,165,54,18,0,0,324,0,0,0,0,0,96,15,0,0,0,0,42,0,0,0,0,0
Auckland Region,Hibiscus and Bays Local Board Area,06-14,All,10197,9726,471,168,24,0,0,552,147,63,6,0,0,8457,384,135,18,0,0,741,12,0,0,0,0,237,39,15,0,0,0,114,0,0,0,0,0
Auckland Region,Hibiscus and Bays Local Board Area,06-14,Female,5025,4791,234,87,18,0,0,246,66,27,6,0,0,4137,192,72,9,0,0,387,0,0,0,0,0,105,21,6,0,0,0,51,0,0,0,0,0
Auckland Region,Hibiscus and Bays Local Board Area,06-14,Male,5172,4938,237,81,9,0,0,303,81,33,0,0,0,4320,189,63,9,0,0,354,6,0,0,0,0,132,18,6,0,0,0,63,0,0,0,0,0
Auckland Region,Hibiscus and Bays Local Board Area,15-19,All,6375,75,144,30,120,108,384,12,21,0,33,39,75,57,126,24,90,81,312,6,9,0,0,0,15,0,0,0,0,6,12,0,0,0,0,0,0
Auckland Region,Hibiscus and Bays Local Board Area,15-19,Female,3126,24,63,30,0,51,138,0,0,0,0,12,15,18,57,24,0,39,117,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0
Auckland Region,Hibiscus and Bays Local Board Area,15-19,Male,3252,57,81,0,120,57,246,9,18,0,33,27,60,42,66,0,90,42,195,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
Auckland Region,Hibiscus and Bays Local Board Area,20-24,All,5874,42,105,51,36,60,267,0,27,6,9,9,51,33,87,39,30,51,222,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
Auckland Region,Hibiscus and Bays Local Board Area,20-24,Female,2751,0,24,24,36,24,96,0,9,6,9,0,18,0,15,18,30,18,78,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Auckland Region,Hibiscus and Bays Local Board Area,20-24,Male,3123,39,84,27,0,39,171,0,18,0,0,6,30,30,72,24,0,30,144,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
Auckland Region,Howick Local Board Area,00-05,All,9153,8772,381,117,18,0,0,438,126,51,9,0,0,4113,189,54,12,0,0,3831,48,9,0,0,0,594,78,24,0,0,0,318,15,0,0,0,0
Auckland Region,Howick Local Board Area,00-05,Female,4395,4224,168,51,6,0,0,207,54,21,0,0,0,1992,93,27,0,0,0,1836,27,9,0,0,0,279,27,9,0,0,0,150,6,0,0,0,0
Auckland Region,Howick Local Board Area,00-05,Male,4758,4548,210,66,12,0,0,234,75,30,0,0,0,2124,96,27,9,0,0,1995,21,0,0,0,0,315,48,15,0,0,0,171,9,0,0,0,0
Auckland Region,Howick Local Board Area,06-14,All,14568,13992,579,162,24,0,0,738,192,72,12,0,0,7269,279,81,15,0,0,5049,81,6,0,0,0,960,114,33,0,0,0,609,15,0,0,0,0
Auckland Region,Howick Local Board Area,06-14,Female,7005,6711,294,78,12,0,0,345,99,36,6,0,0,3513,135,36,9,0,0,2385,45,0,0,0,0,465,60,18,0,0,0,291,9,0,0,0,0
Auckland Region,Howick Local Board Area,06-14,Male,7563,7278,285,81,12,0,0,393,93,36,6,0,0,3759,144,45,9,0,0,2667,36,0,0,0,0,495,54,12,0,0,0,318,6,0,0,0,0
Auckland Region,Howick Local Board Area,15-19,All,8901,129,159,30,93,75,426,9,24,12,27,30,81,72,105,18,45,39,243,39,21,0,9,6,72,12,15,0,15,15,54,0,6,0,0,0,15
Auckland Region,Howick Local Board Area,15-19,Female,4371,39,78,30,0,42,165,0,15,9,0,18,39,30,54,18,0,21,102,9,12,0,0,0,21,0,9,0,0,9,21,0,0,0,0,0,0
Auckland Region,Howick Local Board Area,15-19,Male,4530,87,78,0,96,36,264,0,9,0,27,12,42,45,51,0,45,18,141,30,9,0,9,0,48,12,9,0,15,9,36,0,0,0,0,0,12
Auckland Region,Howick Local Board Area,20-24,All,8622,66,84,21,48,84,294,21,24,6,18,9,69,27,60,15,27,51,171,6,0,0,0,24,33,15,6,0,6,6,39,6,0,0,0,0,12
Auckland Region,Howick Local Board Area,20-24,Female,4161,6,15,12,48,39,120,0,6,0,18,0,33,0,12,9,27,27,75,0,0,0,0,6,9,0,0,0,6,0,18,0,0,0,0,0,0
Auckland Region,Howick Local Board Area,20-24,Male,4464,60,66,9,0,42,174,18,15,0,0,0,39,21,48,6,0,24,96,0,0,0,0,15,24,12,6,0,0,0,24,6,0,0,0,0,9
Auckland Region,Kaipatiki Local Board Area,00-05,All,7752,7290,462,165,27,0,0,657,231,87,12,0,0,4800,288,105,15,0,0,2079,24,0,0,0,0,642,135,42,6,0,0,240,12,0,0,0,0
Auckland Region,Kaipatiki Local Board Area,00-05,Female,3720,3495,225,78,12,0,0,315,114,39,0,0,0,2295,144,51,6,0,0,1017,15,0,0,0,0,291,66,21,0,0,0,120,0,0,0,0,0
Auckland Region,Kaipatiki Local Board Area,00-05,Male,4035,3798,237,87,15,0,0,342,120,48,6,0,0,2502,141,54,9,0,0,1062,9,0,0,0,0,351,72,21,0,0,0,120,9,0,0,0,0
Auckland Region,Kaipatiki Local Board Area,06-14,All,8616,7914,702,249,48,0,0,774,345,147,30,0,0,4914,372,129,21,0,0,1947,30,6,0,0,0,723,150,54,15,0,0,240,9,0,0,0,0
Auckland Region,Kaipatiki Local Board Area,06-14,Female,4212,3870,342,114,15,0,0,369,159,63,6,0,0,2391,180,57,6,0,0,954,12,0,0,0,0,354,69,21,6,0,0,111,0,0,0,0,0
Auckland Region,Kaipatiki Local Board Area,06-14,Male,4404,4041,363,138,30,0,0,408,186,81,21,0,0,2523,189,72,15,0,0,996,18,0,0,0,0,369,78,33,9,0,0,123,0,0,0,0,0
Auckland Region,Kaipatiki Local Board Area,15-19,All,4890,90,141,39,153,186,468,18,39,18,48,81,144,57,102,30,90,114,303,12,9,0,9,0,30,12,12,0,27,27,66,0,0,0,0,0,6
Auckland Region,Kaipatiki Local Board Area,15-19,Female,2337,27,63,39,0,93,183,0,15,18,0,39,60,21,48,30,0,57,126,0,0,0,0,0,6,0,0,0,0,15,24,0,0,0,0,0,0
Auckland Region,Kaipatiki Local Board Area,15-19,Male,2553,63,78,0,153,93,288,15,24,0,48,42,84,36,54,0,90,54,177,12,0,0,9,0,21,9,9,0,27,12,42,0,0,0,0,0,6
Auckland Region,Kaipatiki Local Board Area,20-24,All,5652,72,114,36,51,66,321,30,39,6,24,6,102,33,75,24,27,48,201,6,0,0,0,9,18,18,12,0,12,0,48,0,6,0,0,0,9
Auckland Region,Kaipatiki Local Board Area,20-24,Female,2799,0,27,24,48,27,126,0,12,0,24,0,45,0,21,21,27,24,87,0,0,0,0,0,0,0,0,0,12,0,15,0,0,0,0,0,0
Auckland Region,Kaipatiki Local Board Area,20-24,Male,2850,63,87,12,0,33,198,24,27,0,0,0,57,27,54,6,0,24,114,6,0,0,0,9,18,18,9,0,0,0,30,0,6,0,0,0,9
Auckland Region,Mangere-Otahuhu Local Board Area,00-05,All,9585,7776,1809,558,81,0,0,1038,711,294,51,0,0,855,189,78,12,0,0,1017,57,6,0,0,0,5394,1065,267,36,0,0,102,6,0,0,0,0
Auckland Region,Mangere-Otahuhu Local Board Area,00-05,Female,4656,3795,858,252,45,0,0,477,330,138,30,0,0,390,87,33,6,0,0,489,27,0,0,0,0,2658,504,117,21,0,0,60,0,0,0,0,0
Auckland Region,Mangere-Otahuhu Local Board Area,00-05,Male,4932,3981,951,303,39,0,0,561,381,156,24,0,0,468,102,45,6,0,0,525,30,0,0,0,0,2736,561,150,18,0,0,42,0,0,0,0,0
Auckland Region,Mangere-Otahuhu Local Board Area,06-14,All,12111,9654,2457,804,120,0,0,1254,987,405,69,0,0,1011,237,87,21,0,0,1143,96,21,0,0,0,6876,1449,429,57,0,0,129,6,0,0,0,0
Auckland Region,Mangere-Otahuhu Local Board Area,06-14,Female,6033,4818,1215,384,63,0,0,633,495,195,39,0,0,513,120,42,9,0,0,549,45,6,0,0,0,3435,705,201,27,0,0,66,0,0,0,0,0
Auckland Region,Mangere-Otahuhu Local Board Area,06-14,Male,6081,4836,1242,423,57,0,0,621,495,213,33,0,0,498,117,45,6,0,0,597,51,15,0,0,0,3441,744,228,30,0,0,66,0,0,0,0,0
Auckland Region,Mangere-Otahuhu Local Board Area,15-19,All,6552,132,255,138,348,441,990,27,81,54,144,237,387,18,45,12,24,48,111,9,12,0,12,9,42,84,150,75,204,198,552,0,0,0,0,0,6
Auckland Region,Mangere-Otahuhu Local Board Area,15-19,Female,3243,36,111,138,0,213,402,9,39,57,0,114,168,9,21,12,0,24,51,0,0,0,0,6,15,21,69,75,0,99,219,0,0,0,0,0,0
Auckland Region,Mangere-Otahuhu Local Board Area,15-19,Male,3309,96,144,0,348,225,591,18,42,0,144,123,216,15,21,0,24,27,60,6,9,0,9,0,24,60,81,0,201,99,336,0,0,0,0,0,0
Auckland Region,Mangere-Otahuhu Local Board Area,20-24,All,6672,243,192,45,177,87,690,93,84,18,75,27,270,21,33,9,24,15,93,12,6,0,0,0,24,135,102,15,99,48,375,0,0,0,0,0,9
Auckland Region,Mangere-Otahuhu Local Board Area,20-24,Female,3399,21,57,18,171,33,270,12,39,9,75,9,120,0,9,0,27,9,39,0,0,0,0,0,9,9,24,0,93,24,144,0,0,0,0,0,0
Auckland Region,Mangere-Otahuhu Local Board Area,20-24,Male,3273,222,135,27,9,54,420,81,48,12,0,18,150,18,24,6,0,12,51,9,6,0,0,0,18,126,75,15,0,27,231,0,0,0,0,0,9
Auckland Region,Manurewa Local Board Area,00-05,All,9981,7374,2610,993,177,0,0,1686,1593,690,132,0,0,1656,372,132,21,0,0,1401,69,15,0,0,0,3126,909,288,45,0,0,216,30,12,0,0,0
Auckland Region,Manurewa Local Board Area,00-05,Female,4854,3588,1263,471,93,0,0,846,759,318,66,0,0,777,198,69,12,0,0,699,36,9,0,0,0,1530,432,135,21,0,0,105,15,0,0,0,0
Auckland Region,Manurewa Local Board Area,00-05,Male,5127,3783,1344,519,84,0,0,843,834,369,63,0,0,876,174,63,9,0,0,702,33,6,0,0,0,1596,477,156,24,0,0,111,15,0,0,0,0
Auckland Region,Manurewa Local Board Area,06-14,All,13116,9921,3198,1233,237,0,0,2409,1968,849,171,0,0,2448,525,168,30,0,0,1671,96,33,0,0,0,4251,1050,354,63,0,0,210,39,0,0,0,0
Auckland Region,Manurewa Local Board Area,06-14,Female,6342,4803,1539,588,114,0,0,1137,948,414,84,0,0,1176,258,75,18,0,0,810,45,12,0,0,0,2085,510,165,24,0,0,81,18,0,0,0,0
Auckland Region,Manurewa Local Board Area,06-14,Male,6774,5115,1659,645,120,0,0,1275,1020,432,87,0,0,1272,267,96,12,0,0,858,51,18,0,0,0,2163,540,189,39,0,0,129,18,0,0,0,0
Auckland Region,Manurewa Local Board Area,15-19,All,6822,153,366,225,462,741,1311,69,195,147,288,504,768,42,102,36,57,123,249,9,12,9,9,15,45,42,111,63,153,186,387,0,0,0,0,0,0
Auckland Region,Manurewa Local Board Area,15-19,Female,3372,45,165,225,0,351,570,15,93,150,0,246,354,12,48,36,0,69,117,0,12,9,0,12,27,12,42,63,0,78,147,0,0,0,0,0,0
Auckland Region,Manurewa Local Board Area,15-19,Male,3450,105,201,0,462,390,744,51,102,0,288,258,414,30,54,0,57,57,132,0,0,0,9,0,18,30,69,0,153,108,243,0,0,0,0,0,0
Auckland Region,Manurewa Local Board Area,20-24,All,6957,303,246,72,324,117,963,174,162,45,222,48,576,45,57,18,66,36,198,12,6,6,12,12,42,87,66,15,93,30,279,0,0,0,0,0,6
Auckland Region,Manurewa Local Board Area,20-24,Female,3576,42,81,36,300,51,456,27,66,24,204,15,297,6,18,9,66,21,108,0,0,0,9,0,18,9,15,0,90,15,129,0,0,0,0,0,0
Auckland Region,Manurewa Local Board Area,20-24,Male,3384,258,165,36,21,69,507,147,96,21,18,33,279,39,33,9,0,15,90,15,0,0,0,9,27,75,54,9,0,15,150,0,0,0,0,0,0
Auckland Region,Maungakiekie-Tamaki Local Board Ar,00-05,All,7935,6798,1137,390,78,0,0,903,582,240,51,0,0,3096,279,96,18,0,0,1626,42,12,0,0,0,2268,639,189,39,0,0,195,15,6,0,0,0
Auckland Region,Maungakiekie-Tamaki Local Board Ar,00-05,Female,3771,3228,543,198,36,0,0,444,276,120,27,0,0,1482,123,45,9,0,0,774,15,0,0,0,0,1071,300,84,18,0,0,96,6,0,0,0,0
Auckland Region,Maungakiekie-Tamaki Local Board Ar,00-05,Male,4164,3570,591,192,42,0,0,462,306,120,27,0,0,1611,159,48,12,0,0,852,24,12,0,0,0,1200,342,102,21,0,0,99,6,0,0,0,0
Auckland Region,Maungakiekie-Tamaki Local Board Ar,06-14,All,8544,7056,1491,486,81,0,0,927,657,276,54,0,0,2445,327,111,15,0,0,1440,69,21,0,0,0,2871,810,231,30,0,0,165,6,0,0,0,0
Auckland Region,Maungakiekie-Tamaki Local Board Ar,06-14,Female,4191,3438,753,252,45,0,0,444,333,144,33,0,0,1170,147,60,6,0,0,687,39,12,0,0,0,1431,402,108,15,0,0,81,0,0,0,0,0
Auckland Region,Maungakiekie-Tamaki Local Board Ar,06-14,Male,4356,3618,741,237,33,0,0,483,327,132,21,0,0,1278,180,51,6,0,0,753,27,6,0,0,0,1443,408,123,15,0,0,84,0,0,0,0,0
Auckland Region,Maungakiekie-Tamaki Local Board Ar,15-19,All,4374,117,198,96,225,306,672,36,69,39,93,147,264,42,72,27,51,81,180,12,6,0,9,9,33,48,81,45,102,114,288,0,0,0,0,0,6
Auckland Region,Maungakiekie-Tamaki Local Board Ar,15-19,Female,2127,42,96,93,0,153,288,12,33,36,0,87,123,15,33,27,0,36,75,6,0,0,0,0,12,18,39,45,0,57,126,0,0,0,0,0,0
Auckland Region,Maungakiekie-Tamaki Local Board Ar,15-19,Male,2247,75,105,0,225,153,384,24,36,0,93,63,141,24,39,0,51,45,102,0,0,0,9,6,21,30,42,0,99,60,165,0,0,0,0,0,0
Auckland Region,Maungakiekie-Tamaki Local Board Ar,20-24,All,5088,150,159,42,138,81,522,63,75,21,72,18,225,30,51,21,30,30,147,0,0,0,0,9,18,63,63,9,66,33,219,6,0,0,0,0,12
