reg,tla,au,age_desc,x_gender_desc,all,all_risk_1,all_risk_2,all_risk_3,all_risk_4,all_risk_5,all_risk_6,Asian_risk_1,Asian_risk_2,Asian_risk_3,Asian_risk_4,Asian_risk_5,Asian_risk_6,European_risk_1,European_risk_2,European_risk_3,European_risk_4,European_risk_5,European_risk_6,Maori_risk_1,Maori_risk_2,Maori_risk_3,Maori_risk_4,Maori_risk_5,Maori_risk_6,Other_risk_1,Other_risk_2,Other_risk_3,Other_risk_4,Other_risk_5,Other_risk_6,Pacific_risk_1,Pacific_risk_2,Pacific_risk_3,Pacific_risk_4,Pacific_risk_5,Pacific_risk_6
Bay of Plenty Region,Rotorua District,Waiwhero,20-24,Female,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Rotorua District,Waiwhero,20-24,Male,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Rotorua District,Western Heights,00-05,Female,243,135,111,48,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Rotorua District,Western Heights,00-05,Male,222,126,96,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Rotorua District,Western Heights,06-14,Female,342,213,132,54,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Rotorua District,Western Heights,06-14,Male,351,207,141,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Rotorua District,Western Heights,15-19,Female,171,0,6,12,0,30,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Rotorua District,Western Heights,15-19,Male,189,12,21,0,51,30,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Rotorua District,Western Heights,20-24,Female,171,0,0,0,18,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Rotorua District,Western Heights,20-24,Male,183,30,24,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Rotorua District,Whaka,00-05,Female,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Rotorua District,Whaka,00-05,Male,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Rotorua District,Whaka,06-14,Female,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Rotorua District,Whaka,06-14,Male,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Rotorua District,Whaka,15-19,Female,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Rotorua District,Whaka,15-19,Male,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Rotorua District,Whaka,20-24,Female,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Rotorua District,Whaka,20-24,Male,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Taupo District,,00-05,All,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Taupo District,,06-14,All,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Taupo District,,15-19,All,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Taupo District,,20-24,All,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Taupo District,Rangitaiki,00-05,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Taupo District,Rangitaiki,00-05,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Taupo District,Rangitaiki,06-14,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Taupo District,Rangitaiki,06-14,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Taupo District,Rangitaiki,15-19,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Taupo District,Rangitaiki,15-19,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Taupo District,Rangitaiki,20-24,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Taupo District,Rangitaiki,20-24,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,,00-05,All,9195,7716,1479,543,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,,06-14,All,13446,11634,1812,651,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,,15-19,All,7656,120,354,93,444,435,1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,,20-24,All,6573,288,306,90,186,102,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Arataki,00-05,Female,117,99,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Arataki,00-05,Male,126,114,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Arataki,06-14,Female,174,129,42,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Arataki,06-14,Male,177,147,33,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Arataki,15-19,Female,117,0,6,0,0,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Arataki,15-19,Male,135,6,12,0,21,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Arataki,20-24,Female,117,0,6,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Arataki,20-24,Male,135,9,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Bellevue,00-05,Female,186,147,42,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Bellevue,00-05,Male,153,123,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Bellevue,06-14,Female,216,186,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Bellevue,06-14,Male,249,219,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Bellevue,15-19,Female,183,0,6,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Bellevue,15-19,Male,174,0,9,0,21,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Bellevue,20-24,Female,129,0,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Bellevue,20-24,Male,159,15,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Bethlehem,00-05,Female,108,96,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Bethlehem,00-05,Male,108,99,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Bethlehem,06-14,Female,231,222,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Bethlehem,06-14,Male,267,258,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Bethlehem,15-19,Female,159,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Bethlehem,15-19,Male,147,0,0,0,12,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Bethlehem,20-24,Female,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Bethlehem,20-24,Male,105,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Bethlehem East,00-05,Female,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Bethlehem East,00-05,Male,90,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Bethlehem East,06-14,Female,207,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Bethlehem East,06-14,Male,183,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Bethlehem East,15-19,Female,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Bethlehem East,15-19,Male,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Bethlehem East,20-24,Female,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Bethlehem East,20-24,Male,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Brookfield,00-05,Female,237,195,45,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Brookfield,00-05,Male,279,234,48,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Brookfield,06-14,Female,357,297,60,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Brookfield,06-14,Male,345,294,54,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Brookfield,15-19,Female,174,0,9,0,0,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Brookfield,15-19,Male,186,0,12,0,21,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Brookfield,20-24,Female,195,0,15,0,12,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Brookfield,20-24,Male,174,9,9,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Doncaster,00-05,Female,141,123,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Doncaster,00-05,Male,144,129,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Doncaster,06-14,Female,189,165,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Doncaster,06-14,Male,159,144,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Doncaster,15-19,Female,84,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Doncaster,15-19,Male,81,0,6,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Doncaster,20-24,Female,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Doncaster,20-24,Male,57,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Gate Pa,00-05,Female,192,144,48,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Gate Pa,00-05,Male,189,132,57,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Gate Pa,06-14,Female,210,147,66,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Gate Pa,06-14,Male,216,159,57,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Gate Pa,15-19,Female,123,0,9,0,0,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Gate Pa,15-19,Male,126,0,9,0,30,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Gate Pa,20-24,Female,132,0,9,0,18,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Gate Pa,20-24,Male,132,12,15,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Gravatt,00-05,Female,141,132,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Gravatt,00-05,Male,159,147,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Gravatt,06-14,Female,249,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Gravatt,06-14,Male,273,264,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Gravatt,15-19,Female,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Gravatt,15-19,Male,129,0,6,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Gravatt,20-24,Female,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Gravatt,20-24,Male,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Greerton,00-05,Female,192,144,48,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Greerton,00-05,Male,213,165,48,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Greerton,06-14,Female,246,192,54,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Greerton,06-14,Male,240,183,60,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Greerton,15-19,Female,117,0,6,0,0,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Greerton,15-19,Male,132,0,9,0,24,15,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Greerton,20-24,Female,147,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Greerton,20-24,Male,129,9,9,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Hairini,00-05,Female,228,186,39,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Hairini,00-05,Male,279,231,45,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Hairini,06-14,Female,351,303,48,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Hairini,06-14,Male,378,330,48,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Hairini,15-19,Female,201,0,9,0,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Hairini,15-19,Male,216,0,9,0,27,9,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Hairini,20-24,Female,186,0,0,0,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Hairini,20-24,Male,156,12,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Judea,00-05,Female,132,105,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Judea,00-05,Male,120,93,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Judea,06-14,Female,129,99,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Judea,06-14,Male,153,126,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Judea,15-19,Female,93,0,12,6,0,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Judea,15-19,Male,90,0,0,0,18,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Judea,20-24,Female,87,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Judea,20-24,Male,78,15,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Kairua,00-05,Female,21,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Kairua,00-05,Male,21,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Kairua,06-14,Female,36,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Kairua,06-14,Male,36,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Kairua,15-19,Female,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Kairua,15-19,Male,18,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Kairua,20-24,Female,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty Region,Tauranga City,Kairua,20-24,Male,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
